cycle_id,winding_speed_rpm,wire_tension_N,spindle_torque_Nm,wire_diameter_mm,num_turns,winding_temp_C,tension_mean_N,tension_std_N,tension_peak_N,power_mean_W,power_std_W,temp_max_C,temp_gradient,is_anomaly,anomaly_type
CYC_0436,484.8,17.0,3.257,0.3,70,39.5,16.27,0.626,18.283,162.99,5.758,43.1,0.1866,0,normal
CYC_0437,563.2,9.02,2.343,1.0,94,55.0,8.722,0.594,10.071,138.04,5.255,59.8,0.1054,0,normal
CYC_0438,586.2,11.22,3.081,0.3,55,27.8,11.027,0.535,11.808,193.31,4.028,29.8,0.0833,0,normal
CYC_0439,363.7,13.73,3.342,1.0,54,48.8,13.763,0.867,14.448,127.42,4.389,56.5,0.0656,0,normal
CYC_0440,508.8,17.3,2.66,0.3,65,25.2,16.963,1.089,19.461,138.58,7.365,32.0,0.2033,0,normal
CYC_0441,566.2,17.5,1.699,0.5,70,26.0,17.049,1.11,17.92,98.14,2.879,30.3,0.1438,0,normal
CYC_0442,353.2,12.01,1.636,1.0,50,37.1,11.968,1.05,14.144,62.06,1.395,38.6,0.1276,0,normal
CYC_0443,574.0,13.25,1.536,1.0,54,37.1,13.609,0.916,15.702,87.84,4.034,38.9,0.145,0,normal
CYC_0444,396.2,11.92,2.938,0.3,61,46.5,12.554,0.687,13.288,120.51,5.137,54.5,0.1999,0,normal
CYC_0445,425.9,10.02,2.245,1.0,92,49.1,10.096,0.601,11.728,100.44,5.769,50.5,0.2349,0,normal
CYC_0446,865.6,16.45,3.173,0.3,91,26.7,16.683,0.93,18.126,176.92,9.175,32.9,0.2351,1,speed_instability
CYC_0447,582.9,15.69,1.843,0.71,57,54.2,15.792,0.759,16.614,111.32,6.438,61.6,0.0954,0,normal
CYC_0448,454.9,11.22,2.292,0.5,79,42.4,10.905,1.012,12.055,108.87,4.772,50.3,0.058,0,normal
CYC_0449,350.7,11.67,1.725,1.0,99,45.3,11.879,0.774,18.513,113.15,3.045,60.8,0.0733,1,combined_stress
CYC_0450,375.1,15.31,1.759,0.71,62,52.8,15.579,0.6,17.795,71.95,1.797,55.6,0.1702,0,normal
CYC_0451,411.0,11.27,2.752,1.0,69,38.3,11.129,0.595,12.87,119.61,2.664,41.6,0.1734,0,normal
CYC_0452,479.4,9.11,1.91,1.0,81,45.6,9.268,0.904,11.61,93.52,3.981,52.2,0.0782,0,normal
CYC_0453,463.7,15.44,2.987,1.0,61,33.2,15.215,0.694,16.625,144.59,4.167,34.3,0.0868,0,normal
CYC_0454,590.9,15.77,1.634,0.71,81,48.9,15.551,0.787,17.527,99.42,4.452,52.7,0.0586,0,normal
CYC_0455,326.1,14.77,2.883,0.71,92,30.6,14.868,0.971,15.903,208.96,10.372,36.2,0.1173,1,power_surge
CYC_0456,493.6,16.62,1.562,0.5,80,32.4,16.547,0.715,18.062,81.41,1.938,35.0,0.193,0,normal
CYC_0457,383.7,11.09,2.655,0.71,61,52.3,10.783,0.504,13.174,159.77,11.77,55.1,0.0731,1,power_surge
CYC_0458,372.6,9.52,3.138,0.5,89,38.6,9.147,1.035,11.334,123.03,5.818,45.1,0.1827,0,normal
CYC_0459,429.5,8.61,3.144,0.5,74,44.2,8.587,1.031,10.6,301.3,19.926,48.1,0.2248,1,power_surge
CYC_0460,466.6,9.29,2.37,0.3,87,28.9,8.668,0.966,10.841,113.47,4.097,36.5,0.2455,0,normal
CYC_0461,477.3,11.48,2.452,0.3,63,32.1,12.007,0.554,13.892,122.95,5.158,39.3,0.1084,0,normal
CYC_0462,313.6,8.56,2.63,0.3,64,26.9,8.908,0.589,10.145,88.61,4.215,32.0,0.1263,0,normal
CYC_0463,464.0,11.76,2.504,0.3,51,52.6,11.703,0.755,13.436,118.84,3.753,59.4,0.2407,0,normal
CYC_0464,419.6,10.32,2.034,0.3,56,53.9,10.394,1.044,12.876,91.98,5.16,57.3,0.0659,0,normal
CYC_0465,516.7,12.47,2.893,0.71,77,25.9,12.702,0.742,14.735,154.7,5.979,31.4,0.1952,0,normal
CYC_0466,555.3,13.87,3.378,1.0,88,51.1,13.585,1.007,15.394,193.62,11.112,57.3,0.1705,0,normal
CYC_0467,341.8,15.9,1.509,1.0,81,29.5,16.161,0.956,17.839,53.67,2.451,33.4,0.2039,0,normal
CYC_0468,588.8,12.12,2.574,1.0,59,25.5,11.571,0.693,12.206,160.74,6.281,32.0,0.1234,0,normal
CYC_0469,583.4,15.4,1.709,0.3,94,26.7,15.992,1.882,21.521,104.44,5.716,34.7,0.1893,1,tension_spike
CYC_0470,410.3,15.04,1.666,0.5,62,52.4,14.498,0.694,15.822,73.06,2.503,59.6,0.1848,0,normal
CYC_0471,539.5,9.12,2.269,0.71,69,49.2,9.453,1.092,10.482,128.84,7.424,55.1,0.0524,0,normal
CYC_0472,473.9,11.21,2.788,0.3,65,30.8,11.146,0.69,12.218,206.92,12.002,33.0,0.2217,1,power_surge
CYC_0473,569.2,14.41,2.889,0.3,70,27.2,14.208,0.559,15.375,173.19,4.387,33.0,0.1601,0,normal
CYC_0474,541.0,17.08,3.374,0.71,55,29.1,16.92,0.637,18.639,193.06,4.983,31.8,0.1577,0,normal
CYC_0475,408.1,10.42,2.525,0.5,90,27.2,10.493,0.831,11.729,106.65,5.853,29.2,0.2037,0,normal
CYC_0476,516.1,16.63,3.33,0.3,85,44.2,16.562,2.017,26.504,177.23,3.67,48.3,0.2426,1,tension_spike
CYC_0477,430.2,13.03,2.631,0.5,97,32.7,12.81,0.497,14.472,117.15,5.152,37.3,0.1706,0,normal
CYC_0478,508.8,11.63,2.304,0.3,59,45.3,11.777,1.011,13.225,123.62,4.341,46.7,0.0895,0,normal
CYC_0479,538.6,10.55,2.892,0.3,77,43.2,10.168,0.927,12.66,162.35,9.349,44.8,0.1655,0,normal
CYC_0480,383.6,15.72,2.695,0.71,92,26.2,15.528,0.753,16.467,106.46,2.531,28.7,0.2197,0,normal
CYC_0481,425.2,16.13,1.779,0.3,96,41.7,16.396,0.661,16.9,83.08,4.654,46.8,0.2262,0,normal
CYC_0482,371.9,16.52,2.83,0.5,59,42.4,16.382,0.433,18.114,109.12,6.191,46.2,0.2088,0,normal
CYC_0483,472.6,15.89,1.558,0.5,98,52.0,15.814,0.904,17.922,76.46,2.796,57.7,0.2318,0,normal
CYC_0484,332.4,17.86,1.671,0.3,71,46.2,18.019,0.272,19.233,56.17,2.198,51.2,0.172,0,normal
CYC_0485,328.3,9.27,2.764,1.0,66,47.1,9.401,0.578,11.199,94.3,4.4,55.1,0.2469,0,normal
CYC_0486,491.3,10.81,1.976,0.5,62,35.5,11.187,0.526,11.828,102.48,4.888,37.6,0.0908,0,normal
CYC_0487,590.0,13.96,1.827,0.71,54,30.5,13.67,0.637,14.638,108.03,5.726,43.0,0.4946,1,overheating
CYC_0488,406.8,9.64,2.947,1.0,53,34.3,9.534,0.577,11.343,125.07,4.909,38.3,0.1471,0,normal
CYC_0489,513.7,16.74,2.911,0.3,68,40.9,16.967,0.82,19.462,157.05,6.542,43.2,0.2195,0,normal
CYC_0490,663.2,9.34,3.236,0.3,67,34.8,9.098,1.515,11.427,110.95,7.035,36.0,0.1089,1,speed_instability
CYC_0491,568.8,11.81,2.475,0.5,86,29.8,11.79,0.935,13.168,147.37,6.49,34.6,0.0832,0,normal
CYC_0492,538.2,12.09,1.757,0.3,53,26.0,11.818,1.646,18.736,98.66,3.979,28.9,0.1179,1,tension_spike
CYC_0493,483.6,15.92,3.106,0.5,96,53.5,15.941,0.579,16.459,155.93,4.325,59.0,0.1524,0,normal
CYC_0494,458.9,9.28,1.993,0.3,70,54.1,9.416,1.078,11.559,93.57,4.389,57.2,0.0985,0,normal
CYC_0495,359.6,17.7,2.041,0.71,70,50.8,17.804,0.517,19.954,78.95,4.313,56.5,0.1127,0,normal
CYC_0496,423.1,17.11,3.135,0.5,67,46.4,17.418,1.204,18.571,139.94,2.955,50.4,0.2322,0,normal
CYC_0497,542.8,9.73,2.093,1.0,84,42.0,9.749,0.588,11.014,119.92,4.256,48.8,0.1156,0,normal
CYC_0498,412.4,17.06,3.201,0.3,93,26.3,17.423,0.659,18.701,138.39,3.035,28.1,0.0752,0,normal
CYC_0499,777.5,10.73,3.355,0.3,88,45.1,10.633,1.331,11.502,170.99,11.487,47.1,0.1443,1,speed_instability
CYC_0500,394.3,11.1,1.863,0.3,71,26.6,11.508,0.785,13.587,77.15,2.979,31.8,0.0661,0,normal
